chr14	46048985	46060565
chr1	187584672	187586538
chr10	120105662	120107194
chr22	16633635	16655786
chr11	105977635	105983733
chr11	4845503	4896332
chr12	86695699	86703060
chr15	100506896	100508010
chr19	17656393	17657307
chr9	6434521	6435684
chr3	66515081	66529846
chrX	10684958	10699980
chr10	52682976	52688491
chr12	74210707	74211414
chr1	80504615	80505145
chr5	26808175	26808308
chr4	32095642	32095793
chr1	245055089	245056332
chr13	93825443	93825647
chr11	122554366	122565219
chr15	34802472	34810922
chr9	106717455	106720762
chr1	86400829	86404534
chr3	197456334	197458020
chr13	70054738	70071044
chr14	20518069	20524176
chr10	29059564	29065062
chr10	12120075	12124144
chr18	11147067	11148151
chr11	54997123	55000010
chr16	68684302	68687224
chr17	57729154	57729961
chr9	38447175	38449653
chr1	59570118	59574857
chr5	124098621	124104395
chr11	50675900	50679497
chr5	168090719	168092315
chr7	144589103	144590001
chr8	15777324	15787111
chr2	202209064	202224523
chr9	119423092	119424876
chr6	11308463	11308616
chr4	4245843	4251051
chr7	146230504	146348795
chr15	84086178	84089389
chr4	93777871	93874952
chr18	58486468	58487266
chr3	51051660	51055532
chr11	40523671	40577557
chr1	16309317	16311379
chr1	70103330	70105982
chr11	90822734	90908556
chr19	47801662	47811315
chr17	64354546	64354742
chr2	167741941	167743377
chr15	40669399	40671212
chr12	88620303	88627705
chr17	6204215	6205300
chr11	90407734	90415496
chr8	144187526	144210656
chr14	90415817	90417469
chr6	64841206	64842322
chr19	35743990	35753953
chr1	188458629	188461118
chrX	115208182	115208291
chr3	69800990	69801844
chr18	11865025	11866905
chr18	69284333	69347155
chr13	86652511	86655549
chr7	72257042	72262119
chr4	149554966	149562537
chr14	41846593	41869399
chr15	97814902	97835452
chrX	1435871	1438997
chr8	234396	236311
chr1	221424699	221424895
chr5	104435942	104443142
chr5	134952605	134953811
chr2	126814774	126820071
chr1	107777564	107777969
chr3	182239994	182240647
chr8	4322845	4334535
chr11	72243483	72247987
chr5	128588001	128589078
chr8	87417508	87419010
chr3	125203804	125205365
chr3	1662194	1671062
chr7	82769436	82769868
chr10	73862022	73866076
chr21	25808564	25809649
chr18	34035469	34037583
chr5	142767418	142768548
chr6	111335532	111336206
chr2	207241522	207243332
chr5	37972653	37974438
chr11	3488272	3492396
chr12	79885279	79887741
chr5	174009441	174011946
chr6	168872919	168877681
chr10	127300790	127300925
chr2	127989748	127995791
chr8	16091440	16107290
chr1	71302528	71315092
chr4	163933121	163935005
chr20	55887874	55892793
chrX	146374388	146378041
chrX	154485925	154486943
chr11	51562027	51566368
chr17	35796611	35797640
chr20	5369351	5371608
chr3	46605821	46606737
chr4	88530521	88643345
chr4	68453528	68454218
chr7	65563078	65564868
chr6	106494585	106510005
chr18	4081338	4084582
chr11	16852791	16861917
chr2	180065283	180082019
chr3	116582616	116582799
chr2	103109644	103110900
chr19	22699396	22701506
chr7	118851296	118933515
chr5	104234956	104266374
chr19	767641	770101
chr11	90348349	90372710
chr10	71314957	71315065
chr7	7304439	7306530
chr12	40470214	40470744
chr4	90580413	90592228
chr20	30150665	30152750
chr13	105097588	105106630
chr11	35107776	35118995
chr5	20849871	20854018
chr4	167318207	167385270
chr5	124416590	124624990
chr11	107124338	107129177
chr7	135206411	135218513
chr11	118488053	118491629
chr6	14380000	14381175
chr21	24140909	24143516
chr5	135666708	135667682
chr3	148410848	148413240
chr1	246996566	246998030
chr8	97750788	97763401
chr2	116501213	116503407
chr15	68837907	68840629
chr11	34076989	34085517
chr1	45822649	45823485
chr5	109460809	109465425
chr13	58450881	58454565
chr7	81955925	81956209
chr11	75357882	75359572
chr5	26765381	26788319
chr15	56486830	56492750
chr2	170703896	170709911
chr2	29535142	29539538
chr2	159315475	159322464
chr6	24424328	24424591
chr19	22824629	22825225
chr20	47791715	47797151
chr7	9164359	9219147
chr8	107024860	107035179
chr5	100549300	100549407
chr1	247692340	247697852
chr5	161610068	161641519
chr6	145501994	145502757
chr11	475094	475250
chr11	21668966	21676658
chr10	66148695	66178808
chr5	149104445	149106466
chr18	11209716	11214441
chr4	92914465	93047330
chr2	12134033	12135944
chr7	124750708	124750897
chr19	1545136	1548565
chr3	4168972	4192979
chr7	17150659	17191290
chr9	38498772	38685336
chr6	143536162	143537327
chr15	47720633	47720807
chr1	109494584	109499878
chr17	69829145	69833203
chr16	69854317	69858808
chr1	149090849	149092378
chr13	58053922	58089414
chr13	93244533	93245963
chr17	36682234	36683569
chrX	79762384	79765443
chrX	26974000	27038949
chr13	69452083	69452333
chr1	9288533	9290834
chr3	82162203	82163232
chr4	56509083	56696187
chr10	33141399	33141975
chr2	18329710	18331825
chr3	116523376	116526826
chr5	12617486	12670951
chr8	101721805	101724609
chr13	70923321	71123472
chr2	214230687	214269896
chr16	72565833	72566118
chr3	127256279	127271028
chr1	28625434	28627081
chr7	152229587	152230510
chr22	37438374	37438890
chr19	32464780	32475279
chr14	49268587	49300699
chr4	157375198	157378983
chr2	231621113	231624040
chr10	52633946	52634087
chr6	87685683	87688122
chr1	227842501	227842995
chr13	84294973	84296390
chr14	55249705	55252407
chr14	71450305	71451348
chr6	34449713	34462636
chr7	43882841	43906726
chr13	43505477	43516976
chr19	6657091	6660706
chr10	61465983	61466143
chr12	114544195	114545318
chr8	2310071	2311212
chr18	50462570	50463032
chr6	158951841	158954730
chr2	233513085	233514946
chr7	149737114	149739015
chr2	149997240	150014244
chr6	139820844	139827755
chr5	49508491	49509512
chr4	181560221	181606838
chr1	89223931	89251098
chr2	102717663	102719859
chr7	126776183	126781427
chr2	16869376	16874716
chr2	160144259	160182866
chr7	137208561	137208914
chr13	82366876	82395869
chr18	53312624	53322819
chr17	75832788	75834113
chr4	78267972	78268471
chr2	203597612	203611098
chr10	13052910	13060998
chr4	34839333	34843490
chr13	99235813	99240420
chr1	224756820	224757716
chr10	54564023	54570635
chr13	58047341	58048239
chr3	183314697	183321719
chr7	65286199	65290839
chr4	37491596	37494273
chr1	196013175	196015027
chr16	26114658	26130928
chr5	2233956	2237410
chr3	41089843	41145086
chr3	43467188	43471434
chr16	81751714	81753845
chr11	19181059	19183291
chr4	123358731	123361775
chr12	53283763	53285773
chr19	37666396	37670611
chr8	80541564	80548063
chr3	47406512	47408345
chr14	62399566	62409423
chr7	7947124	7967611
chr1	218917547	218922731
chr5	166942532	166950010
chr9	76599731	76604132
chrX	114052726	114056652
chr5	99835117	99865602
chr17	58654024	58655759
chr8	127445874	127446293
chr2	137893426	137980601
chr3	45419494	45420857
chr6	20624775	20625655
chr3	31247652	31252019
chr16	25204945	25207964
chr1	60043095	60047811
chr2	70850601	70855778
chr1	217393990	217397442
chr15	81405700	81406554
chr1	199725907	199727182
chr8	2619351	2628613
chr6	84734604	84739293
chr3	192744357	192744899
chr7	152429131	152435455
chr2	59383304	59384708
chr7	49424733	49427786
chr7	45505473	45507366
chr3	32457817	32457935
chr13	24426300	24432158
chr3	50443407	50444839
chr8	85428080	85441106
chr11	108457090	108457574
chr3	137550852	137551513
chr5	9235644	9235869
chr12	14076584	14081026
chr8	114922992	114929191
chr15	96813407	96814882
chr8	24291453	24294000
chr5	165072635	165074524
chr3	162448908	162449811
chr1	234530995	234531809
chr4	61989497	61991597
chr1	108903817	108908420
chr16	77033224	77047628
chr16	223678	227490
chr11	132172240	132173633
chr2	141136158	141145433
chrX	106663112	106680635
chr13	72538150	72542066
chr8	64199751	64201166
chr7	153047058	153048141
chr6	82153541	82174673
chr4	34779788	34780532
chrX	147948687	147955501
chr9	127551027	127556006
chr18	93706	94853
chr1	212064080	212064574
chr3	173452311	173453454
chr9	97642734	97648382
chr8	24166368	24169676
chr2	130554209	130558782
chr4	16293989	16303650
chrX	63537694	63543054
chr13	49308956	49312042
chr21	23560419	23561507
chr7	62027509	62033563
chr14	31458781	31459493
chr14	32261149	32276697
chr3	2320662	2329195
chr18	64889714	64894307
chr11	118281675	118283167
chr4	110385580	110389863
chr8	128716450	128729902
chr11	58095841	58095958
chr7	5061307	5066856
chr7	3021431	3023815
chr8	76809323	76812482
chr19	16720374	16720900
chr3	47895875	47895996
chr5	52666183	52682386
chr2	48627960	48630804
chr8	15746723	15758705
chrX	144299026	144353484
chr9	136377006	136377144
chr10	23803331	23807048
chr9	28839882	28847194
chr6	137401850	137401976
chr12	27777748	27784808
chr1	215348918	215362284
chr4	153873449	153873600
chr7	11640751	11642895
chr14	27998446	27998559
chr18	60021	60852
chrX	109730872	109731029
chr8	89677643	89686218
chr20	12458294	12475425
chr18	14062428	14100392
chr5	141158273	141159742
chr8	127532872	127533832
chr16	78371604	78384909
chr1	52146313	52148414
chr7	35665565	35666300
chr20	21848350	21849991
chr2	126127734	126135910
chr3	41598788	41601039
chr2	40038482	40053637
chr7	111072195	111074513
chr2	449461	450850
chr17	77532655	77532764
chr6	75265096	75266315
chr7	72048458	72057771
chr16	31684551	31696163
chr7	81006478	81008065
chr14	41600904	41602583
chr1	188009545	188013645
chr8	92215943	92220446
chr6	125706485	125710925
chr12	61251674	61261400
chr8	51063516	51064338
chr11	102414328	102425327
chr3	43805803	43809348
chr22	48709952	48711447
chr12	69096453	69103500
chr5	113601501	113603283
chr7	29359376	29591930
chr8	138125859	138127580
chr3	53461611	53501131
chr8	140480273	140481012
chr21	31136177	31139190
chr16	63064158	63070943
chr17	80813934	80819127
chr5	103733671	103739793
chr8	114607234	114607439
chr8	110072115	110074222
chr5	67180078	67181084
chr7	117518130	117520100
chr3	124917388	124921843
chr6	107529068	107530956
chr12	70355623	70357764
chr9	11439972	11442316
chr4	115146987	115147212
chr9	115511483	115511591
chrX	126852159	126947127
chr20	24302275	24303040
chr4	82182546	82188385
chr10	21011252	21013490
chr4	68096163	68097501
chr11	5597908	5624329
chr6	17774462	17775817
chr10	101421741	101446539
chr2	233804472	233828501
chr7	4820445	4846653
chr7	139968305	139980609
chr4	146515134	146520008
chr12	132054982	132057386
chr19	1486558	1506657
chr3	58359507	58366759
chr6	94558843	94586380
chr4	150553987	150558354
chr3	196934563	196939253
chr6	114612191	114625686
chr15	67807278	67813962
chr8	2893492	2893636
chr7	147956163	147956343
chr13	33177068	33179127
chrX	153413538	153414996
chr11	92231800	92244301
chr5	127924086	127938365
chr12	30287357	30294012
chr18	40913974	40916720
chr20	52166455	52170328
chr16	73771009	73778483
chr4	64032186	64032558
chr1	81332613	81343767
chr5	12450007	12451229
chr10	45692404	45693731
chr1	62276280	62285969
chr13	45407920	45428601
chr9	4738386	4739102
chr10	2860607	2865110
chr7	110819951	110835835
chr16	6934337	6953889
chr22	47768372	47777971
chr7	51836265	51836889
chr6	167178530	167178669
chr8	90353191	90353533
chr6	17002031	17003514
chr4	57730928	57736133
chr9	80166792	80168631
chr10	120081370	120084845
chr12	14052329	14052822
chr21	46222495	46325108
chr14	82002202	82003347
chr1	1400225	1409107
chr8	35056103	35059336
chr6	150753445	150755119
chr16	4769937	4772367
chr8	91201437	91202671
chr14	97175195	97175721
chr18	4775300	4782716
chr3	4282467	4302831
chr12	34441104	34442298
chr19	41078633	41079481
chr5	60379390	60380359
chr3	28655461	28662790
chr18	49184337	49210537
chr6	16042854	16044118
chr4	52817869	52837700
chr9	99395914	99396742
chr15	97364514	97366468
chr3	87424129	87429107
chr21	31945889	31950467
chr7	9511558	9531008
chr17	45096461	45097658
chr19	2486825	2497134
chr11	22307101	22313595
chr4	156007204	156012687
chr8	268004	272760
chr1	50375457	50377197
chr5	120785775	120786904
chr12	46467933	46483943
chrX	1465463	1466325
chr3	196172565	196175374
chr5	3346333	3349892
chrX	49382036	49385684
chr5	60001696	60003676
chr13	103711779	103722284
chr4	133974741	134011953
chr4	106496991	106502664
chr17	49601135	49602934
chr1	72507513	72654910
chr22	18196278	18197998
chr2	147435137	147450199
chr7	23410389	23411895
chr19	57365873	57366579
chr1	213585074	213587513
chr17	193757	197095
chr21	22122660	22140402
chr8	143177175	143177637
chr13	72843031	72846923
chr8	79199095	79199259
chr6	110829254	110830751
chr4	92035415	92036666
chr8	3867203	3875859
chr2	51973822	51974238
chr3	156502519	156503144
chr11	86499112	86500144
chr7	2921185	2924758
chr3	24420024	24420777
chr3	175933	213364
chr6	82029285	82034014
chrX	32235660	32235835
chr11	116680699	116683885
chr10	61450923	61452106
chr7	23181173	23182436
chr14	35255952	35257387
chr5	180247520	180253119
chr2	139937272	139939168
chr6	81283720	81293577
chr9	24876325	24878619
chr6	21205338	21210401
chr17	21106979	21111612
chrX	5159449	5164202
chr7	43220627	43221588
chr22	29989691	29998046
chr4	11625924	11820523
chr19	34316354	34316511
chr2	130063691	130066323
chr7	23899749	23904634
chr9	24208068	24266177
chr7	121319184	121322109
chr6	89842014	89846943
chr15	80155484	80155858
chr13	84543906	84570142
chr18	43655592	43664059
chr20	528570	537463
chr11	93077617	93079243
chr20	32449391	32459632
chr13	69992080	69992192
chr10	65402254	65403159
chr17	16861054	16863329
chr3	82468447	82473551
chr1	150860254	150862805
chr14	57509655	57510305
chr9	73766024	73771872
chr2	109652497	109689287
chr2	6298254	6308734
chr6	120588390	120589155
chr4	10750940	10751776
chr7	12059408	12063975
chr9	26415432	26416891
chr2	82406643	82436372
chr1	28704373	28711255
chr4	12212859	12220315
chr9	20212032	20213494
chrX	35323501	35324110
chr18	48647	55719
chr14	99178053	99178345
chr13	81037160	81045957
chr10	49563675	49574321
chrX	69303060	69303274
chrX	3687415	3703428
chr4	62837289	62840738
chr14	99482409	99491977
chr3	158008033	158008222
chr1	37679037	37679692
chr22	45467296	45470953
chr5	60335844	60348482
chr7	136693153	136694882
chr11	134803512	134805507
chr2	73718733	73719436
chr1	86273427	86280455
chr13	90248499	90249594
chr10	55603760	55603877
chr9	8864991	8872662
chr8	128314934	128317407
chr10	12109700	12111367
chr11	75463789	75467977
chr1	55341923	55343586
chr8	141348199	141350604
chr20	48692505	48695297
chr14	84407784	84409624
chr20	46310692	46310898
chr1	80640362	80640485
chr17	22129492	22130993
chr20	16079006	16085366
chr6	76444007	76446709
chr19	52898069	52930367
chr14	24971535	24996793
chr3	131114325	131114507
chrX	144180262	144190713
chr7	68482073	68490362
chr1	193999047	194000246
chr12	110069527	110074537
chr1	235178385	235191844
chr4	84041336	84042778
chr2	216858677	216859452
chr11	104624246	104634350
chr2	36836097	36840730
chr3	34232893	34246523
chr6	110172702	110174428
chr6	33026721	33028605
chr11	99518993	99569541
chr10	33378184	33379246
chr3	107357000	107359541
chr16	84390958	84400012
chr2	36820315	36821565
chr12	8823931	8833705
chr12	33358239	33360479
chr6	152914336	152922328
chr14	61017767	61019013
chr4	167155893	167193851
chr19	20309748	20311770
chr5	74634	76798
chr13	113694664	113695196
chr18	69376203	69378559
chr1	218000830	218006180
chr2	26374235	26376143
chr2	172051112	172052290
chr3	145197772	145216253
chr5	114633415	114634438
chr5	111878806	111878938
chr1	239524998	239528686
chr3	186452562	186453350
chr19	3119308	3121017
chr6	31363345	31392391
chr4	43222090	43222322
chrX	103558687	103558990
chr6	42310702	42314646
chr8	104408554	104412119
chr22	19145668	19146562
chr19	49801511	49805733
chr3	179654342	179654808
chr8	87099720	87100811
chr11	27859407	27861427
chr2	205621122	205623066
chr17	3257452	3266987
chr17	77060914	77062839
chr6	68232134	68451944
chr14	71226821	71226970
chr12	6814786	6824950
chr3	68289256	68295067
chr12	80777038	80777966
chr8	30312811	30314106
chr10	10132995	10166278
chr10	49969186	49977278
chr13	44680114	44685688
chr3	61941907	61965702
chr10	23660637	23668362
chr14	39308814	39333336
chr12	32221208	32225605
chr9	31414250	31440178
chr16	89877964	89879404
chr6	74027588	74028717
chr10	132372179	132372324
chr1	156671984	156672739
chr12	73802463	73805140
chr2	124059438	124059731
chr2	221391378	221392290
chr4	26955955	26957460
chr18	31830995	31834037
chr20	9878752	9881119
chr2	188180570	188180947
chr9	77146739	77147407
chr7	62146423	62163030
chr7	141670531	141672336
chr17	79285320	79286629
chr4	73529045	73535518
chr1	237633439	237634304
chr7	39458199	39464696
chr11	37593085	37593730
chr2	208544095	208544536
chr7	98597307	98613715
chr9	111770432	111771191
chr4	84369219	84389854
chr11	25702238	25720944
chr12	18722997	18725090
chr9	1281299	1355677
chrX	53781934	53808203
chr6	85220352	85220954
chr5	177653367	177660749
chr5	136626273	136627908
chr17	56627557	56631109
chr5	81007526	81010692
chr7	75744923	75746224
chr19	51264680	51265362
chr5	92284498	92292455
chr12	42890457	42890778
chr2	77797033	77829675
chr16	76539138	76544021
chr5	41062035	41062225
chr4	91350847	91353568
chr15	31022712	31025045
chr3	137536785	137553107
chrX	4116403	4116518
chr15	87469995	87471799
chr16	1339821	1339965
chr9	116128646	116130857
chr19	27824274	27831940
chr14	82503981	82505692
chr1	210440846	210442113
chr12	5974454	5974566
chr1	82040317	82043929
chr3	166844615	166849275
chr7	66791033	66801943
chr7	155221309	155224105
chr3	55599766	55600847
chr16	60063000	60078589
chr5	27997702	28009736
chr2	64662421	64664213
chr1	45333531	45333743
chr8	131571487	131571805
chr11	42671246	42681090
chr7	1234431	1235417
chr5	42251231	42253326
chr6	32461337	32468848
chr7	98052539	98053091
chr2	999001	1001147
chr16	226229	231917
chr9	11807597	11809140
chrX	118411168	118469125
chr8	95725081	95728393
chr13	63861850	63868388
chr3	169406282	169406988
chr5	104847391	104848220
chr12	350124	353525
chr9	132494288	132494868
chr10	81834311	81845029
chr13	69936959	69941920
chr5	109273399	109305568
chr2	170502874	170506994
chrX	61852945	61856185
chr22	31014600	31017728
chr10	132317181	132321012
chr17	10347178	10357353
chr6	63552509	63568552
chr18	30120603	30195620
chr21	26335284	26340529
chr1	195236301	195241676
chr7	6666279	6666679
chr2	175604323	175604603
chr2	187674589	187676519
chr8	141494480	141496127
chr1	199982258	199994923
chr12	22047473	22047575
chr9	1728067	1730426
chr12	15137746	15138917
chr1	84108096	84109830
chr10	31010140	31059825
chr15	68204603	68210708
chr14	31928795	31941266
chr17	1967971	1968212
chr7	156072682	156076949
chr22	18079171	18080614
chr5	30477875	30563859
chr1	106164389	106215453
chr4	135481999	135489599
chr11	60572566	60574429
chr6	167488571	167488857
chr2	22521213	22522151
chr3	168699274	168699385
chr4	45860154	45862747
chr5	114403240	114409354
chrX	24015943	24022659
chr1	222479855	222481783
chr2	118018329	118033619
chr1	75718974	75727768
chr15	31424062	31428123
chrX	10528860	10531081
chr12	75910328	75924434
chr10	4819780	4820427
chr9	109306490	109307005
chr13	55168991	55257495
chr19	8243036	8244961
chr15	24355021	24708945
chr6	108402560	108411156
chr7	75111901	75154250
chr6	101072643	101072770
chr1	64388047	64389748
chr8	34422395	34426657
chr16	63897933	63941536
chr17	60429033	60431664
chr10	10428351	10432903
chr14	33337542	33350974
chr15	94136998	94166485
chr3	101628856	101642453
chr5	100848693	100850788
chr19	38361288	38364456
chr7	157558433	157558545
chr3	106414984	106418733
chr1	236132332	236140754
chr8	107234220	107235972
chr20	14963293	14979656
chr7	132346726	132358586
chr6	106824384	106829362
chr3	162948588	162953612
chr17	699960	704833
chr3	87873423	87875105
chr19	41793546	41795822
chr4	70388894	70390232
chr6	87417660	87509412
chr4	11510430	11512182
chrX	124678004	124689491
chr6	82176340	82176956
chr11	78872497	78873467
chr10	80128295	80135416
chr12	82285287	82312468
chr9	124847609	124849365
chr21	24066674	24066794
chr17	60476429	60495742
chr8	123272121	123327822
chr9	797775	799187
chr6	140681996	140684692
chr20	5662906	5666178
chr11	38179723	38189086
chr12	50687319	50689050
chr7	6123007	6128245
chr17	71369996	71370826
chr14	65587548	65592934
chr11	35581834	35587759
chrX	29073909	29074235
chr9	120272242	120274968
chr10	67358952	67367631
chr3	152862660	152863096
chr11	6430872	6431067
chr13	25033844	25039750
chr22	43984873	43996540
chr2	45973591	45978847
chr13	45120082	45125268
chr11	117419400	117420597
chr13	113938754	113939729
chr16	79924533	79970321
chr1	149929047	149929399
chr14	58133643	58148642
chr6	21825816	21834495
chr3	189984858	189992996
chr14	32953270	32954364
chr8	34275212	34275760
chr1	189578512	189580756
chr19	50554711	50561348
chr6	66535516	66535696
chr4	31035108	31035930
chr6	137313691	137314188
chr9	81968397	81975343
chr15	101581659	101583466
chr16	85302471	85304387
chr13	93893263	93893987
chr8	96854588	96857502
chr5	159331217	159332072
chr20	52847339	52850366
chr21	38854537	38855528
chr13	38683184	38684405
chr17	46479594	46481573
chr16	48433639	48440292
chr10	8788943	8792220
chr14	37036899	37039025
chr20	55174969	55175859
chr7	125996763	126030479
chr15	43774303	43775048
chr5	133134295	133154144
chr1	189335550	189464463
chr15	40552402	40552800
chr5	22914250	22929652
chr12	30451599	30453952
chr16	67536957	67537394
chr2	35975766	35997215
chr6	135840435	136042705
chr8	5070973	5076286
chr16	9114293	9118362
chr8	113482658	113482821
chr1	150888264	150890266
chr4	92756644	92760623
chr15	81351022	81351470
chr17	41333881	41335571
chr1	20906505	20910704
chr1	204381864	204384631
chrX	71408878	71416241
chr13	64880332	64894220
chr8	37920411	37949277
chr4	180547129	180550813
chr19	23465135	23466785
chr7	72289592	72290538
chr5	13389447	13390358
chr1	81422415	81424642
chr6	31052170	31055687
chr3	3366624	3375043
chr3	853770	860977
chrX	118417565	118549627
chr15	24538443	24543816
chr8	142130485	142155501
chrX	131473061	131473278
chr6	46893634	46898335
chr9	7288357	7371938
chr2	220545179	220548139
chr2	115628104	115628838
chr8	86839522	86895540
chr1	152011665	152015840
chr6	96545274	96547122
chr1	89868156	89868964
chr3	172586666	172594216
chr2	232736538	232740217
chr3	3948719	4018781
chr5	123022691	123022839
chr22	38738115	38739274
chr1	105898516	105900757
chr20	33716065	33716813
chr19	43981377	43981986
chr6	70601268	70601378
chr4	109246370	109251385
chr2	168201631	168202705
chr9	21596307	21597065
chr16	75023921	75027552
chr6	162808787	163085596
chr2	49659513	49744172
chr7	115498956	115503874
chr14	25611441	25613721
chr2	105545554	105550075
chr4	139351510	139357739
chr18	8206960	8210819
chr3	192544897	192546658
chr22	35992802	35993597
chr1	234992630	235003806
chr2	216920212	216923457
chr17	63121474	63122665
chr8	71002649	71004196
chr9	16899283	16913690
chr17	35095526	35099842
chr7	112371973	112377036
chr6	122080334	122083402
chr3	72517061	72526575
